num,date,rating,userName,content
352,2020년 6월 4일,5,강새우,"[1줄평]정말 최고입니다(따봉) [현재의]화려한 스킬 간z나는 음성! 킬링타임에 최고!그렇고도 심플해 눈아프지도않은 한마디로 갓☆겜 입니다. 오랜만에 게임성이 잘잡힌 갓겜님을 영접했내요 ㅎㅎ [앞으로의]더많은 스킬은 필수적이여야할거같아요. PVP정도는 추가해도 좋을거같아요(사실 제일 바라는거임 ㅎ)하지만 PVP를만든다면 어캐만들지 고민을많이하실탠디..(믿어요!)그렇다고 요일던전,뭐시기의 탑 같은건 재발 PLEASE NO 안됍니다 갓.겜을 망치는 지.름.길 이니까요(^~^) [갓.겜도 단점은 있다]사실 단점이라기보단 더낳은 게임을 위해..가 정답이겠죠 일단 모든게임의 문제 Money....과금요소는 앞으로의 업데이트를위해 점점 독해지지만 않았으면합니다(이것도 믿어요!) 그리고 성우분의 목소리가 너무좋았지만 스킬의 속성만 말하고 스킬이름을 안말하는게 아쉽내요 그리고 몇 가지 편의기능 정도..?예시로 모든케릭터의 장비를 한화면에서 드레그로 바꿀수있으면 좋겠내요 다시보니pvp있내..ㅎ"
353,2020년 7월 11일,5,V IP,퀄리티 재미 다 있는데요 무과금으로 하기엔 너무 빡치네요 다 좋은데 사냥을 통한 노가다가 기회가 너무 적어서 딥빡입니다. 배14를 못넘고 하차 합니다
354,2020년 1월 30일,1,Google 사용자,게임은 너무 재밌는데 성부터 무과금의 한계를느끼고 이건아니다 싶어서 삭제했습니다. 초반지원을 많이해주던가 밸런스패치가필요하다고 느낍니다
355,2020년 1월 29일,5,Google 사용자,과금이 필요없는 개꿀잼 게임입니다 그래픽도 옛날 감성 나면서 튀지도 않으면서 좋네요 최고예요!
356,2019년 12월 30일,5,Google 사용자,여러가지스킬 여러가지장비 컨텐츠 도 다양하구 정말 시각적으로 재밌고 성장 시켜가는재미도 잏고 다방면으로 만족합니다 개발자 님 스킬더 많이 만드실꺼죠?? 개꿀잼~
357,2021년 5월 3일,5,ᒷᔑꖌ𒈙𒐫꧍𒈙𒐫¡ᒷᔑꖌ𒈙꧄𒈙I𒈙𒈙ꧥ𒈙L𒈙ᔑᒷᔑꖌ𒈙𒐫꧍𒈙𒐫¡ᒷᔑꖌ𒈙꧄𒈙I𒈙𒈙ꧥ i,개재밌음 광고 보고 깔았는데 은근 중독성있고 엄~~청 어렵지도 않고 그렇다거 시시하지도 않고 단순해서 더 좋은거 같아요~
358,2022년 3월 16일,2,황석주,"과금유도가 심한편이고 오류가 많고 유저에게 득이 된다면 오류수정 2시간 유저에게 불편한오류는 오류수정 2주일 따지면 단톡방 강퇴,카페영구추방.. 그것만빼면 잘만든 재미있는 게임입니다."
359,2020년 3월 13일,4,Google 사용자,너무 혜자겜이고 구성도좋고 그냥 다좋아여 근데 난이도가 너무 어려워요ㅠㅠ 그리고 뽑기 확률좀 높여주세요ㅠ
360,2021년 1월 14일,5,이순호,안녕하세요. 닌자대전 재미지게 하고 있는 유저입니다. 흠...게임은 재밌는데요 대요괴 토벌에서 좀 뭐랄까 조금 아쉽습니다 원하는 템이 너무 안나와서요 장비 얻는거 말고는 딱히 저는 불만 사항이 없네요 그럼 고생하세요
361,2020년 5월 22일,5,꿈망,너무 재밌게 하고 있는데... 업데이트가 중단되면서 게임 운영이 종료되는건 아닌지 걱정이네요 ㅠ
362,2020년 1월 4일,5,Google 사용자,모두 다 좋고 재밌지만 영혼석이 차는 시간이 너무 느린감이 있어요 이것만 수정해주시면 완벽할것 같아요
363,2020년 5월 2일,1,윤재성,갭 차이가 너무나 큼. 대전상대가 말도 안됨.투력 2만하고 2천만하고 상대를 붙이다니.. 매번 똑같아..
364,2020년 9월 18일,5,오오,폰게임 하면서 처음으로 광고 봐도 안짜증나고 오히려 무료광고까지 찾아보게하는게임 그래픽 퀄도 매우 좋고 ui나 컨트롤도 만족 겜 재밌습니다
365,2022년 3월 26일,1,최재원,계속 시작하면 에러 뜨고 게임이 진행도 안되고 .. 고쳐질 기미도 안보이고 .. 재밌게 하는 유저인데 불편하네요 ..
366,2020년 11월 22일,1,가능한,겜이 안 들어가짐 play 게임 접속중 위에 떳다가 gameduo위에 로딩 중 동그랗게 돌아가고 접속이 안 됨. 진짜 20번정도 껐다 켰다 반복하다보면 한 번식 들어가짐 불편해죽겠습니다
367,2020년 9월 29일,5,이규창,"신박하네요. 아직까진 재밌게 하고 있습니다. 그림체도 귀엽고, 스토리 설명 때 할아버지가 바짓속에서 아이템 꺼내는게 재밌어요."
368,2020년 5월 30일,5,이상준,초보자들도 쉽게할수있어서 좋네요 다만 스테이지깨는게너무힘드네요ㅋㅋ 요번업뎃도너무좋네요
369,2020년 1월 24일,1,Google 사용자,주관적인 면으로 보면 게임 초반에는 조작플레이가 상당히 쉽고 진행도가 빨라서 흥미가 생깁니다. 하지만 후반부에 성9에서 말도 안돼는 게임밸런스 붕괴가 있더군요 게임 개발진들이 노린수 인지 아니면 개발진행을 덜하신건지 상당히 안타까운 점이였습니다 게임머니를 사고싶어도 너무 비싼가격에 성인인 직장인인 저도 저가격은 너무하다 생각이들어 사고싶지가 않더라구요 또한 가격자체를 높게 책정하신이유는 개발이덜된 게임을 급하게 내놓는라 그런느낌이강합니다. 하지만 개발자분들께서 알아야할점이 있습니다 기획에서 설계가 미스가 난것같습니다 게임시장을 좀더 조사해보시고 다른 타워디펜스등에 게임들이 어떤식으로 진행을 하는지를 좀더 살펴보시고 진행했더라면 이런 게임밸런스붕괴로 인해 사람들의 지갑을 열지 못한다고 생각이듭니다. 게임 ui 자체는 이해가 쉽고 부드럽게 넘어가나 심한밸런스붕괴로 안타까울뿐입니다. 좀더이런부분들을 개선해주신다면 지금보다더많은 이익과 고객층들을 더욱더 많이 확보하실 수 있으실겁니다.
370,2020년 2월 12일,5,Google 사용자,너무 재밌고 안질린다는게 가장 신기함 무기나 장비 전설들이 간지나는데 그거얻으면 엄청 행복함 ㅋㅋ 그리고 밸런스도 좋은데 튜토리얼 설명이 좀긴듯...
371,2021년 8월 8일,4,이주소,개임에 본질은 너무좋습니다 아이디어도 좋구여 근데 강화 나 다음스테이지로 넘어갈때 자꾸 끊기네요 그래서 다시 시작해야 됬던게 한두번이 아닙니다 이 점 꼭 고쳐주세요 재밌어요
372,2020년 4월 3일,4,Google 사용자,게임은 훌륭하지만 전체적인 운영이 아쉅네요 업뎃 자주하고 더 컨텐츠가 많다면 더 멋진 게임이 될것 같아요!
373,2020년 1월 8일,5,Google 사용자,굉장히 재밌어요! 복잡한 조작이 필요없어 가지고 상당히 쉽고 재밌게 플레이가 가능해요!
374,2020년 3월 16일,5,Google 사용자,너무제밌어요스토리도많고동료도많고저는다좋은데동료뽑는데동전같은게너무안나와서확률을올려주시면좋을것같아요
375,2020년 8월 17일,5,박경희,와이거대박이의요 아패는말이만치만 뒤의는대박이에요 동료를처음어드면 동료는할아버진데 돌을던저요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜어여운것도있는데쉬워요잘하면ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 올!
376,2021년 6월 3일,1,동현1,"로딩만하다가 계속 튕기는데? 전에는 안이랬던거 같은데 복귀하고나니 튕기기만하고 게임 1분조차도 못하고있음,,"
377,2021년 6월 11일,2,김태윤,이거 게임은 나름대로 재미있고 할만한데 자꾸 튕기네요 벌써 몇번째인지 오늘 튕거만 15번 100로넘구요 전원도 껐다켜보고 지웠다 다시깔았는데도 반복이네요 빨고쳐주세요.좀 실망입니다
378,2020년 5월 3일,5,이영우,엄청 재밌고 맵네요ㅋㅋㅋ 근데 비술 체험하기에서 요괴를 소환하는 기능도 있었으면 좋겠어요.
379,2020년 2월 12일,3,Google 사용자,제가 세로게임 재밌는거 어디없나.. 라고 계속 찾고 있었는데 닌자대전이라는 게임을 찾음.진짜 재밌긴 한데 돈으로 화둔기술 샀는데 갑자기 에러가 떠서 다시 들어가 봤더니 돈만 없어지고 기술은 안사졌음..ㅠㅠ 이거 버그좀 고쳐주세요ㅠㅠ
380,2021년 1월 27일,5,곰레기,디펜스게임 오랜만에 하는데 재미있어요 :) 평소 시간 많이 안 잡아먹고 가볍게 할 수 있어서 좋아요.
381,2020년 1월 14일,5,Google 사용자,그림체도 재밌고 나쁘지 않아요! 상점창 같은 곳만 좀 더 편하게 변하면 좋겠어요 :)
382,2020년 2월 14일,4,Google 사용자,참재미있네요 하지만 돈벌기가 참 어려워요ㅠㅠ 게임은 참 재미있는데 돈이나 아이템 엏기가 어려워서 힘드네요
383,2020년 9월 10일,2,고준성,진짜 게임은 재밌습니다. 근데 장비 초과치로 게임을 즐기지 못하고 있습니다. 장비합성을 추가해주시던지 장비판매를 추가해주세요 게임을 하고싶은데 못하고있는상황이네여
384,2020년 7월 25일,5,김진호,오랜만에 재미있는 게임하네요. 이렇게 재미있는게임 만들어주셔서 감사하고 앞으로도 닌자대전 재미있게 플레이할게요.
385,2020년 4월 19일,5,Google 사용자,게임은너무 재미있습니다 ㅋㅋㅋ 근데 이번에 전설부적마리 개봉하다가 렉이 걸려서 껐다 켰는데....금전만 사라졌어요 해결 부탁드립니다
386,2020년 1월 30일,5,Google 사용자,재미있어요근대착용하고있던거보다좋은게나와서교체하고팔려했는데자꾸댁에착용중인아이탬이라해서불편합니다빨리고쳐주시길바랍니다 이게임은갓겜이다
387,2020년 1월 10일,3,Google 사용자,게임이너무너무재미있어서열심히하고있었습니다. 근데 이번업데이트후 아이템이 사라졌어요...확인부탁드립니다.
388,2022년 4월 27일,5,박정인,와우 정말 재미있어요 재가 한게임을 오래하지 못하는데도 이건 정말 오래 하고 있어요 그정도로 이게임 중독성이 좋고 보상도 후한것 같아요
389,2021년 12월 16일,4,정보현,방금 막 들어가려고 했는데 업데이트를 하라고 문구나오는데 들어가면 업데이트 할려면 업데트창이 안 떠서 못들어 가고 있어요
390,2021년 11월 2일,5,사자곰,게임 잘만든거같아요 스토어에 뜨더라도 그냥 지나쳤는데 광고보고 국산게임인걸 알았네요 광고로 다량의 무료재화 습득이가능한것도 좋고 게임이 재밌네요
391,2021년 11월 4일,4,허선행,뭔가 모르게 잼있다. 근데 이벤트같은건 별로없는거 같다. 처음시작했는데 공략을 많이찾아보고 진행해야 할것 같다.
392,2021년 3월 25일,5,최재원,심심할 때 하면 재미있습니당.그리고 기술(?) 도 많이 업데이트 해주시면 좋겠습니다.
393,2020년 1월 8일,5,Google 사용자,솔직히보스는좀어렵지만 엄청~~~재미있어요 다음업데이트때는 기술을 좀싸게해주세요그래도재미있고스릴있어요
394,2021년 3월 26일,5,화려한 잉크,저는 솔직히 이 게임이 왜 안뜨는지 모르겠네요 게임도 괜찮고 제가 만화를 좋아하는데 만화라서 좋고(개인) 캐릭터도 아주 아기자기 해서 너무X100 좋은것 같아요 아주아주아주아주 추천입니다 저는 이 게임 친구들한테 뿌리러 갑니다
395,2020년 1월 27일,1,Google 사용자,"보상받으려고광고보려할때는준비중이라그러고,한판끝내면광고가뜨고.좀고쳐줘요그리고유저수많은건개뿔딴겜에서는1억유저가있는데도잘돌아가는고만"
396,2020년 9월 29일,4,하이루,정말 재밌는데 영혼석이 너무 부족합니다... 게임플레이를 하지못하니 성장이 너무 느려 답답합니다
397,2021년 11월 25일,4,쭌이,게임은 너무 재미있습니다. 하지만 지금 Eorror가 뜨면서 들어가지지 않습니다. 해결해주셨으면 합니다.
398,2020년 3월 15일,5,Google 사용자,진짜 퀄리티는 말할것도 없구요 진짜 레알 꿀잼!!! 믿고 해보시면 진짜 후회 안하실겁니다!(그만큼 엄청 재밌다는 뜻) 닌자대전 게임 찾은거는 유튜브 광고에서 봤다가 깔아봤는데 이렇게 재밌을줄은 몰랐어요 캐릭터 성우 분들도 엄청 연기 잘하심!!!이거 하면 1시간도 뚝딱 입니다...헥...헥...숨찬다.....헉.....꼭....해보시길!!!!
399,2020년 10월 18일,4,ji hoon lee,아직 뭔가 컨텐츠가 적은느낌이지만 그래도 처음할때는 그래픽도 귀엽고 캐쥬얼하게 즐기긴 좋은거같아요
400,2020년 2월 23일,5,Google 사용자,이게..진짜 갓겜이거든요 한달이상 할거없었는데 내가 이걸 몰랐어 그래서 오늘 처음해봤다? 근데 이거 대박이야 이거 재밌어 아침부터 계속하고있는데 아쉬운게있어 1.영혼석이 너무 모자라 없어서 기다리고하고있어 광고보고하고 2.시간초과 이거머야.. 이런거 왜 만든거야 안그래도 어려운거 조합 계속 맞추고 깨는맛이있는데 시간때매 깰수있는걸 못깨.. 이거 없애야돼 그래야돼 저 두가지 문제만 없애봐 그럼 더 대박난다 100만? 1000만 다운 찍자 난 이제 계속하러갈게 꼭 보고 개선해줘
401,2020년 5월 7일,5,천승욱,무과금이여도 시간을두고 천천히 하면 할만합니다 과금 가격이 조금만 더 저렴했으면 좋겠어요
402,2021년 11월 3일,5,대한민국메아리,조작이 간단하며 스테이지가 짧아 매 스테이지가 항상 재밌네요. 캐릭터간 스토리가 풍푸해 보는 재미도 있구요. 재미나게 하겠습니다.
403,2020년 4월 26일,1,Google 사용자,밸런스가 구림... 무엇보다 재미가 없음... 인벤토리 기능과 강화 기능이 불편 ...
404,2019년 9월 9일,2,Google 사용자,게임은 재밌음. 하지만 하다보면 피로도 같은게 있어서 루즈해 지고. 무과금은 거의 불가능 하게 해놨음. 글고 패키치 가격 또한 대박중에 대박. 하루 용역 일당 써야 그나마 재미볼뜻. 글고 유저랑 소통이 없음... 카페 들어가보면 썰렁 그 자체.
405,2020년 2월 6일,5,Google 사용자,인술 조합도 재미있고 아이템 모으는 재미도 있네요! 무엇보다 인술이펙트가 만화보는거 같아서 좋아요!
406,2021년 5월 4일,5,Kwon,잘 안쓰는데.. 죤잼... 스킬트리좀 다양하게 업데이트 해주시면 정말 더할나위 없이 감사욧 ... 복받으새요 허허
407,2020년 9월 5일,5,서동섭,결제오류가 나서 결제만 됐고 아이템은 들어오지 않았습니다 gm닌자님에게 메일 보냈습니다. 확인 부탁드려요 ㅠㅠ 게임 즐기러 왔는데 스트레스만 받네요 ㅠ
408,2020년 1월 27일,5,Google 사용자,게임이 너무어려운데 이걸하면서 하다보니 어느정도 게임이 재미있어져요 돈도 조금박에 않들어서 좋고 이게임 인생게임중에 딱하나 뽑을려면 닌자대전 뽑겠네요
409,2022년 3월 31일,2,김보승,무과금 유저 에요 ㅎㅎ 저는 지금 3달 정도 플레이하엿고 지금 배 7에서 멈췄어요..... 무과금이라 그런지...많이 어려워요...무과금이나 소과금 분들은 안하는걸 추천!
410,2021년 12월 16일,4,아이유사랑해,다들 격차때문에 뭐라 그러는데 격차가 작을수록 빨리 게임이 질릴텐데 그걸 방지할려면 어쩔 수 없지
411,2020년 1월 24일,5,Google 사용자,"진짜 너우 간단하고 재미있고 중독성 까지 있는 갓겜,이에요 앞으로도 많은 재미있는 업데이트를 부탁드립니다 ㅎㅎ"
412,2020년 6월 11일,2,솔오음,아 자꾸 무한로딩 걸려요 게임하다가 도중에 수시로 걸리네요 그래서 게임 계속 껐다켜야함 참고로 그게 5분마다임
413,2022년 1월 18일,5,내가찾는다원피스,과금 없이 다른분 공략으로도 충분히 즐기고 재밌습니다ㅠ 오히려 핏빛영혼석이 부족해서 과금해서 사고 싶습니다
414,2020년 11월 5일,3,박찬수,이 게임 아주 즐겨하고있는 유저인데요 어느때부턴가 들어갈수가 없네요 로딩창도 뜨지 않고 해결해주셨으면 감사하겠습니다
415,2021년 3월 17일,4,이태양,다좋은데 그작은 잠비교환창을 한개한개눌러 장비를 교체해야하는게 불편해요. 교환을 쉽게 바주던가 자동 교환이 있게해주세요
416,2020년 3월 11일,4,Google 사용자,스킬도 다양하고 그림이 귀엽고 재밌네요 근데 몬스터가 너무많이 나와서 깨기 조금 어렵네요 ㅎㅎ
417,2020년 5월 17일,5,김대훈,생각보다 재밌습니다. 요즘 양상되는 방치형이 아닌 스킬을 직접 쓰며 하는 재미와 템 맞춰가는게.꿀이네욥
418,2021년 8월 8일,3,박진욱,예전에 엔딩보고 오랜만에 생각나서 다시깰려하는데 계정이 날라갔네요 ㅠ 근데 예전보다는좋은거같아요 지금은 캐릭5성을무료로주시네요 그리고 술법들도 예전처럼 똑같네요 요즘할 모바일게임 없으면 이게임 즐기셔도될거같네용
419,2019년 9월 19일,3,Google 사용자,재밌긴한데.. 끝내고 로딩넘어가는부분에서 멈춰서 보상도 못받고 그런 횟수가 잦아요.
420,2021년 1월 22일,3,WOW,다 좋은데 너무 어려워요. 그냥 못해서 징징거리는게 아니라 현재 스펙으론 기스도 안 나는 체력인 애들이 상태이상면역까지 들어서 스턴도 안먹고 가지고 있는 모슨 마법쏟아부어도 반피까이는게 다예요. 제발 난이도 급격하게 올리지 말아주세요ㅠㅠ
421,2019년 10월 28일,5,Google 사용자,적당한 전략과 스킬로 쉽게 게임할수 있고 원하는대로 무기장착과 팀원을 꾸릴수 있어 재밌네요
422,2021년 11월 3일,3,홍수민',있잖아요 광고 보고 다운로드 했는데.... 로딩이 안되네요 제 빠른 실내에 고쳐지면 좋겠네요 화이팅~~
423,2021년 12월 22일,5,꼭10계단,내가1년반전부터 하던 나의 작고소중한 게임이었는데 광고도 나오고....대단하십니다! 꼭 더 성공하세여!
424,2019년 11월 21일,5,Google 사용자,우선 시간뻐기기엔 정말좋은것 같아요. 재미도있고 템이 좀 조금나오는것같기도해요.
425,2021년 12월 7일,1,이종을탁치나,리소스28/28 후에 다음 화면으로 넘어가질 않습니다. 게임을 하라는건지 하지 말라는건지.. 게임은 재밌는데 하질못하네요.
426,2020년 8월 19일,1,미더덕물대포,갤럭시폴드 사용자입니다. 잘되다가 캐릭터들도 다사라져서 안보이고 안테나만 뜨다가 게임진행이안됨
427,2020년 1월 15일,1,Google 사용자,"돈버는 업데이트말고 유저에게 필요한 업데이트좀 해주라 기다리고 기다렸는데 이젠 겜키면 노이로제 걸릴것같아 레벨업 안되는 버그, 인터페이스 고칠거 많고, 스테이지 60개가 첫날에 뚤리고 한번 막히니 일주일을 똑같은 노가다 뛰어야하고 진짜 제발"
428,2020년 1월 26일,5,Google 사용자,재밌는데 의뢰게시판 전설장비 확률 조금만 올려주시고 성9깨고 할게없는데 스테이지 좀 더 만들어주시면 감사하겠습니다.
429,2021년 11월 13일,5,장대인,진짜 재밌어요 근데 20스테이지 밖어없어 아쉬워요 그래도 2일동안 재밌게 플레이 했습니다 스테이지가 쫌 더 길게 해주면 좋겠습니다
430,2021년 11월 12일,5,서서성혁,너무 재미있어요 친구랑 싸우고 나서 이 게임을 해도 너무 재밌어요 이거 그냥 심심할 때면 너무 재밌게 하겠는데요
431,2019년 11월 22일,4,Google 사용자,스킬 쓰면 주문외울때 이펙트를 껏다켯다하는 기능있으면 좋을듯해요 게임진행 빠르게끔
432,2021년 11월 11일,1,송지수,실행 조차 안돼네요 전에 재밌게 했던 게임이고 최근에 업데이트 많이 된거같아서 기분좋게 다시하려고 했는데 개빡치네요
433,2021년 1월 27일,3,떼껄룩,재미는 있지만 게임을 계속 즐기다 보면 버그로 화면이 깨지는 경우가 있다.
434,2020년 4월 16일,5,Google 사용자,정말 재밌는 게임이내요. 근데 이거뇌둔하고 돌좀넣어 주세요. 게임은 재미있게 잘 하고 있습니다.
435,2019년 12월 30일,3,Google 사용자,들어가니까 화면이 검게변하네요. 저만그런줄알았는대 동생2명도 검게변했다고하네요 빨리좀 고쳐주세요
436,2019년 11월 12일,5,Google 사용자,너무 재밌어여 그리고 새로운 컨텐츠 많이 만들어 주세여~ 캐릭터도 더 만들어 주시고 무기랑~
437,2020년 2월 4일,4,Google 사용자,향단이의 swag패키지를 구매했음 경험치를 20퍼센트 업해준다고써있는데 게임 마지막엔 업이 되고 실제로 적용은 안됨 오류임 ... 답변 및 관련 보상 바랍니다
438,2020년 3월 6일,5,Google 사용자,하는중인데요 이런 게임이 마와서 다행입니다. 생각없이 쭉쭉 하다가 재밌는 요소들이 나와서 좋네요 번창하세요~~
439,2022년 4월 22일,1,별리라카,게임을 다운받자마자 업데이트를 하라고 그럽니다 하지만 업데이트 표시가 없는데 지웟다 깔아도 이럽니다.
440,2019년 12월 18일,5,Google 사용자,재밌어요 간단하게 즐길수있는게임인거 같고 무과금으로도 충분히 즐길수있는게임이라 너무 좋네요 좋은게임 만들어주셔서 감사해요
441,2019년 12월 15일,1,Google 사용자,접었습니다. 게임흐름상 현질유도 심하고 소과금은 성장속도 너무 느립니다.
442,2020년 2월 9일,3,Google 사용자,게임 재밌게 하던중에 어느날 다시 들어가보니 다시 듀토리얼부터 시켜버리네요... 게임리소스가 왜 초기화 된건지 모르겠네요
443,2021년 2월 8일,4,지현주,진짜 재밋고 중독성있지만 뉴비 진입장벽이 너무 높고 영혼석 수급이 힘들어 게임을 많이못하는게 아쉽습니다
444,2019년 10월 31일,5,Google 사용자,"아무 생각 없이 다운받았다가 갓겜을 플레이하고 있습니다. 재미, 일러스트, 더빙 다 완벽해요"
445,2020년 1월 17일,3,Google 사용자,성9까지 예전에 다 깼는데 추가 맵 좀 만들어주세요...퀘스트 보상은 있는데 맵이 너무 없어요
446,2019년 12월 29일,5,Google 사용자,술법 익팩트도 멋있고 스테이지 깨는 재미가 있어서 잘 플레이 하고 있어요! 근데 성-8밸런스 조정좀 해주세요.... 그리고 다른 술법이랑 캐릭터 들을 더 만들면 좋을것같아요!
447,2020년 10월 16일,5,LYN Bean,소소하게 라이트 유저로 심심풀이로 즐길수있네요. 게임 방법도 재미있습니다.
448,2020년 1월 21일,5,Google 사용자,이 게임이 너무 재미있어서 영혼석을 다 사용할때 까지 해요! 중독성있고 스킬이 마음에 들어요! 이 게임 만들어주셔서 감사합니다.
449,2020년 12월 21일,5,장진우,진짜 게임은 재밌는데 한판하면 바로 무한로딩걸려서 게임 껐다가 다시 켜야돼요 진짜 시간 낭비가 너무 심하고 답답해서 미치겠어요 제발좀 고쳐주세요
450,2019년 12월 19일,5,Google 사용자,재밌게 잘하고있긴한데 과금 액수가 너무커요 간간히 이벤트성 상품 저렴하게 1회구매정도로 하나씩 계속 내주세요
451,2020년 10월 19일,1,유민욱,결제 잘못 된 거 환불 한 번 했다고 이용정지부터 시키고 보는 게임은 처음이네요 ㅋㅋㅋ 시작한디 27일 지나고 과금도 했는데 세상에 이런 게임이 있나!
452,2020년 3월 5일,4,Google 사용자,음... 게임성도 좋고 재미도 있는데 통 인술이나 환술 그런걸 업뎃을 안하네요 빨리 해줬으면 ㅠㅠ
453,2020년 1월 18일,5,Google 사용자,재미는있는데 언젠가부터 리소스확인하는데 16에서 계속 멈춰서 몇분동안 기다리는데도 않됩니다 고쳐주세요 빨리하고싶네요
454,2020년 1월 16일,5,Google 사용자,원래 광고랑 게임이랑 다를때가 많은데 이건 오히려 더 재밌고 전략도 쓸수있어서 좋네요
455,2021년 7월 28일,4,또이이또,처음에는 어렵고 힘들었지만 하면할수록 쉽고 재밌어요 근데 단점이 그 다음스테이지눌르면 무슨 여자가 나오는데 그게 쫌 야해요 그거좀 고쳐주시면 안될까요?
456,2021년 12월 16일,1,박찬협,팝업으로 실행을 막으면 폴드쓰는사람들도 정상출력을 시켜주던가 레졸루션도 못맞추면서 왜 팝업은 막는건지요??
457,2021년 7월 25일,5,일일이구,근본 rpg느낌의 디펜스게임 무료로 해도 스테이지 클리어에 어려움이 크지 않고 처음에 5성도 주기때문에 키우는 맛이 쏠쏠
458,2020년 4월 12일,4,Google 사용자,재밌네요! 아직까진 초반이라 과금도 필요없고 조합 잘 맞춰가며 깨는중입니당.
459,2020년 1월 21일,5,Google 사용자,광고가 지금 나오는 양산형 게임들 첫충전 3900원만 하면 뭐 준다는 게임들 같지 않고 재밌게 나와서 다운받았더니 진짜 재밌네요
460,2021년 3월 26일,4,이유정,너무 너무 재미있는데요 근데 닌자대전 보석 많이 주는건 좋은데..바로 고수다 되니깐 질릴 때도 있어서 별 4점 드리겠습니다
461,2021년 6월 6일,5,태훈(Hns),간단한거 같으면서도 뭔가 생각을 좀 해야됨. 디펜스 게임 치곤 정말재밋음! 강추!!
462,2020년 1월 31일,4,Google 사용자,전체적으로 게임은 좋은데 난이도가 최악입니다.별5개 하고 십은데 난이도 때문에 별4개입니다(성-7너프 해주세요)
463,2020년 1월 3일,5,Google 사용자,화면만터치하면되니까편하고기리고현질을할수있으면된장이재미있는게임이애요 그리고한미디로말하자면재미있는게임이애요
464,2022년 2월 14일,4,이용석,재밌게 잘하고 있습니다.. 근데 무료광고보상 시청이 안됩니다..ㅜㅜ
465,2020년 3월 6일,3,Google 사용자,무료 아이템을 얻을려고 광고를 봤는데 아이템은 안주고 3시간 뒤에 봐야 됨니다 패치해 주세요 게임은 재미 있습니다
466,2020년 4월 15일,5,Google 사용자,재밌게 하고 있었는데 IIC인가 그거 찾을 수 없다면서 오류 뜨는데 뭔가요?? 재미는 있습니다+버그 고쳐졌습니다
467,2020년 3월 31일,5,Google 사용자,재미있습니다 버스나지하철탈때시간때우기에좋습니다 다른컨태츠도개발도했스면좋겠네요 일단좋습니다
468,2020년 7월 3일,5,Dark_kuru,이 게임 저장이 안되서 한번 지우면 다시 키워야 해요 이 게임만 1년 했는데 정리 어플 썻더니 이 게임도 지워지고 다시 깔았더니... 처음부터네요....
469,2021년 12월 18일,5,늅블록스,재미있어여!버그도 없는거 같구 엄청 재밌어여 그리고 예전에 하다 안했다가 오늘 다운 받았는데 계정 스킬이나 그런것들이 유지되어 좋아요!!
470,2021년 6월 11일,2,김원욱,일담 게임 본질은 재미있는데 광고를 못 본다는 점 게임 렉이 너무 걸린디는 점 이유 없이 튕긴디는 점 고쳐주셨스면합니다
471,2020년 3월 13일,3,Google 사용자,재미있긴한데 자꾸 틩김니다 게임을 시작하고 하다가 갑자기 끊기니까 확인해보려고 아무것도안만지고 있었는데 갑자기 또 끊깁니다 빨리 고쳐주세요ㅠㅠ 참고로 제 닉네임은 다크드래곤1입니다.
472,2021년 12월 16일,4,Jeongeon Suh,내가 해본 게임 중 5탑 안에 드는 게임. 하지만 게임 내 상품이 너무 비싼 관계로 4개 드리겠습니다.
473,2022년 6월 9일,5,칼리,이거 일단 존잼 핵꿀잼 ㄹㅇ 재밌습니다.광고도 별로 없어서 좋아요!
474,2021년 9월 25일,5,이준기,환불요청 하였고 돈도 다시 들어왔습니다 은패패키지 아이템 회수 좀 해주세요..... 광고제거 결제해놨는데 3일째 게임 못하고 있습니다....
475,2021년 9월 24일,5,오석훈,솔직히 내가해본 겜중에 소과금으로 하기 젤 좋음. 그리고 생각보다 조합짜는 재미나 파밍하는 재미가 있어서 좋음! 굳굳
476,2021년 3월 28일,5,jungmin lee,너무 재미있고 광고를 보면 아이탬 빵빵 너무 좋아요 다음번에 넘대이트 또 되면 더 좋아 지겠죠
477,2021년 11월 22일,5,순수,제가 했던 게임중에는 이런 부류의 게임은 없었던것 같아요.게임 아이디어도 좋구요.컨텐츠를 조금 추가해주시면 재밌을 것 같아요.듀오 게임이라던가 그런 기능..
478,2020년 1월 9일,5,Google 사용자,스킬간에 밸런스도 맞아서 재밌고 모험실패하면 영혼석도 돌려줘서 연구하는맛이나 부담감이 없어서 좋아요
479,2022년 5월 17일,5,목영빈,성장은 더디지만 재밌어요.
480,2021년 2월 14일,4,응애나 애기 호박,재밌기는 엄청 재밌는데 저만 그런지는 모르겠는데 자꾸 전투하고 메뉴로 돌아갈때 튕기더라고요 왜 이런지 궁금합니다
481,2021년 5월 11일,5,솔로몬,절대 다운받지마세요...핸드폰이 손에서 안떨어져요...ㅠㅡㅠ 무과금 유저인데 과금까지하게만드네요ㅠㅡㅠ 일을못하겠어요...진짜 잼나요
